ID;TIPO_AZIENDA;RAGIONE_SOCIALE;COMUNE;PROVINCIA;STATO;INDIRIZZO;CAP;TELEFONO;EMAIL;SITO;N_DIPENDENTI;DATA_CONVENZIONE;INDIRIZZO;CODICE_ATECO;DESC_ATECO
30877;COOPERATIVA;COOPERATIVA SOCIALE SI-FA;VERONA;VR;ITALIA;VIA F.CASAROTI 35 ,;37131;3296543586;sifa.coop@gmail.com;www.si-fa.com;30;27-05-2019;;;
35727;;COPYGRAPH SRL;MOZZECANE;VR;ITALIA;VIA 1 MAGGIO N.20/C;37060;0456340570;amministrazione@copygraph.it;www.copygraph.it;15;;;;
75836;ASSOCIAZIONE;CORPO BANDISTICO COMUNE DI NEGRAR;NEGRAR;VR;ITALIA;VIA FRANCIA,4;37024;3474609538;info@bandanegrar.it;www.bandanegrar.it;55;;;;
1580;AZIENDA;CORRA' SICUREZZA S.R.L.;BUTTAPIETRA;VR;ITALIA;VIA PROVINCIALE EST, 22;37060;0456660087;corra@corrasicurezza.it;;;;;;
7208;AZIENDA;CORRADI CARLO CARPENTERIA METALLICA;VERONA;VR;ITALIA;VIA GIUSEPPE SILVESTRI 2;37142;0458802115;carpenteriametallicacorr@tin.it;;3;20-05-2019;;25.11.00;Fabbricazione di strutture metalliche e parti assemblate di strutture
108491;AZIENDA;CORRADO BENEDETTI SRL;SANT'ANNA D'ALFAEDO;VR;ITALIA;CROCE DELLO SCHIOPPO 1;37020;0457545186;comunicazione@corradobenedetti.it;www.corradobenedetti.it;2;20-05-2019;LOGISTICA;47.29.1;Commercio al dettaglio di latte e di prodotti lattiero-caseari
13640;AZIENDA;CORSI S.P.A.;VERONA;VR;ITALIA;VIA SOMMACAMPAGNA, 22;37137;0458628611;vanni@corsispa.it;www.corsispa.it;;;;;
11779;AZIENDA;CORSINI COMMERCIO CANCELLERIA SRL;VERONA;VR;ITALIA;VIA N. COPERNICO, 12;37100;0458204050;info@corsinioffice.it;http://www.corsinioffice.it/;30;;;46.49.1;Commercio all'ingrosso di carta, cartone e articoli di cartoleria
13344;AZIENDA;CORTE GIARA S.R.L.;FUMANE;VR;ITALIA;VIA GIARE, 5;37022;0456832063;amministrazione@allegrini.it;www.cortegiara.com;38;;;;
1994;AZIENDA;COSTRUZIONE METALLICHE BERTAGNOLI RENATO;GREZZANA;VR;ITALIA;VIA NICOLO' COPERNICO,25;37023;0458668066;michele@bertagnolirenato.it;;13;18-05-2019;INFORMATICA;25.11;Fabbricazione di strutture metalliche e di parti di strutture
47162;AZIENDA;CREACTIVES S.P.A.;VERONA;VR;ITALIA;VIA  ENRICO FERMI 4;37100;0456261357;serena.bevilacqua@creactives.com;;37;20-05-2019;INFORMATICA;62.01.0;Produzione di software non connesso all'edizione
1464;AZIENDA;CREATIVE ADV SNC;VERONA;VR;ITALIA;VIA PASCOLI 4;37035;0456260736;alessandro@creativeadv.eu;;2;16-10-2017;;73.11.01;Ideazione di campagne pubblicitarie
70708;ASSOCIAZIONE;CROCE BIANCA VERONA;VERONA;VR;ITALIA;PIAZZA BACANAL 7;37100;0458033700;controller@crocebiancavr.it;;10;13-05-2019;;;
41978;AZIENDA;CROCE VERDE PAV VERONA;VERONA;VR;ITALIA;POLVERIERA VECCHIA,2;37134;045581675;; www.croceverdeverona.org;75;;;;
51454;AZIENDA;CSLAB DI CHIARA FRANCESCA STORTI;RECOARO TERME;VI;ITALIA;VIA RAGAZZIDEL 99,1;36076;3475731687;info@chiarastorti.it;chiarastorti.it;;;;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
1369;AZIENDA;CTM ALTROMERCATO;VERONA;VR;ITALIA;VIA FRANCIA 1/C;37135;0458731875;;www.altromercato.it;92;;;46.39.20;Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco
65737;AZIENDA;CUSIMANO GIUSEPPE;MONREALE;PA;ITALIA;PIAZZA VITTORIO EMANUELE 12;90046;0916402582;elettronica.cusimano@live.it;;4;;;;
2221;AZIENDA;CWS SRL;VERONA;VR;ITALIA;VIA E.TORRICELLI, 37;37136;0458780870;hr@cws.it;www.cws.it;74;;;63.11.11;Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf)
2286;AZIENDA;D.E.C.A. SISTEM SRL;GARDA;VR;ITALIA;CARMELO PREITE,33;37016;0456270017;deca@dallora.it;http://www.dallora.it/d-e-c-a-system/;15;17-05-2018;;27.12;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
67025;AZIENDA;DA.CA.BO. ANTINCENTIO SAS;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA MONTI LESSINI 1;37057;0458753071;dallavecchia@hotmail.it;;;23-04-2018;;;
1700;AZIENDA;DAL BARCO SRL;SAN BONIFACIO;VR;ITALIA;VIA VILLANOVA, 75;37047;0456102133;fabio@dalbarco.it;www.dalbarco.it;17;;;;
94952;AZIENDA;DAL CORSO IVO  (DITTA INDIVIDUALE );GREZZANA;VR;ITALIA;VIA U.BOMBIERI 18/BIS;37023;3482712838;info@dalcorsoivo.it;www.dalcorsoivo.it;;;;46.73.29;Commercio all'ingrosso di altri materiali da costruzione
1399;AZIENDA;DALLA PIAZZA S.R.L.;SONA;VR;ITALIA;VIA MINCIO ,2;37060;045984722;dalla.piazza@tin.it;;6;11-06-2019;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
54515;AZIENDA;DARWINNET SRL;SANT'AMBROGIO DI VALPOLICELLA;VR;ITALIA;VIA VALPOLICELLA 229;37015;0456888508;michele.morando@darwinnet.it;www.darwinnet.it;2;;;62.02;Consulenza nel settore delle tecnologie dell'informatica
1047;AZIENDA;DATA CHECK;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA MONTI BERICI,6;37057;0458003079;info@datacheck.it;www.datacheck.it;10;;;63.11.1;Elaborazione dati
129403;AZIENDA;DATEL DI SALADINO SALVATORE;VERONA;VR;ITALIA;VIA BRANDIMARTE 1;37135;045504225;info@datelsistemi.com;www.datelsistemi.com;4;08-02-2019;;43.21.02;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
7474;AZIENDA;DE NALE ANGELO - AUTOFFICINA;ISOLA DELLA SCALA;VR;ITALIA;VIA ARTIGIANATO 9A;37063;045 7300602;autodenale@hotmail.it;;;27-05-2019;COSTRUZIONE DEL MEZZO;45.20.1;Riparazioni meccaniche di autoveicoli
64479;AZIENDA;DELLAS SPA;GREZZANA;VR;ITALIA;PEMISA 12;37023;0458801522;;;98;;;25.73.12;Fabbricazione di parti intercambiabili per macchine utensili
1929;AZIENDA;DELTA ERRE SAFE S.R.L.;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA TICINO, 9A/9B;37057;0459251754;ongaro@deltaerresafe.it;;14;;;263021;
43625;AZIENDA;DEVINTERFACE SRL;DOLCE';VR;ITALIA;PASSAGGIO NAPOLEONE,642/A;37020;0452220713;info@interface.com;www.devinterface.com;2;;;;
122849;AZIENDA;DHL GLOBAL FORWARDING SPA;MILANO;MI;ITALIA;VIA GRAN SAN BERNARDO STR.5 PAL.U£;20100;;HRFreight.Italy.com;www.dhl.com;222;04-12-2018;;52.29.10;Spedizionieri e agenzie di operazioni doganali
16431;AZIENDA;DIALOGO ITALIA S.R.L.;VERONA;VR;ITALIA;VIA SOMMACAMPAGNA, 59/C;37137;0459691100;ornella.filippozzi@dialogo-italia.com;;;;;;
13648;AZIENDA;DIELETTRIC S.R.L.;VERONA;VR;ITALIA;VIA STRADA DELLE TRINCEE, 15/D;37135;0458550548;info@dielettric.it;;;29-05-2019;;;
90672;AZIENDA;DIEMME DI MELDO DANIELE;SOMMACAMPAGNA;VR;ITALIA;VIA DON GERMANO MALACCHINI,8/D;37066;3475359656;info@diemmeimpianti.com;www.diemmeimpianti.com;;13-05-2019;;43.21.02;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
2169;AZIENDA;DIGITAL IDEA SRL;BUSSOLENGO;VR;ITALIA;PIAZZA DANESE, 4;37012;0456703929;info@digitalidea.it;http://www.digitalidea.it/;;27-05-2019;INFORMATICA;;
99448;AZIENDA;DIGITAL NETWORK S.R.L.;VERONA;VR;ITALIA;VIA MONTE TOMBA, 6 - VERONA;37142;0458701030;info@digitalnetwork.it;https://digitalnetwork.it/;15;;;77.39.99;Noleggio senza operatore di altre macchine ed attrezzature nca
136576;AZIENDA;DIGITALE FORGE VERONA SRL;VILLAFRANCA DI VERONA;VR;ITALIA;VIA MONTE BALDO 4;37062;045 117788;AMMINISTRAZIONE@DIGITALFORGE.IT;DIGITALFORGE.IT;3;02-05-2019;;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
45992;AZIENDA;DIMENSIONE BAGNO;CASALEONE;VR;ITALIA;VIA CAPO DI SOTTO 102;37052;335125384;info@dimensione-bagno.it;;8;;;43.22;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria 
7516;AZIENDA;DIRTY WHELLS SNC DI BENINI STEFANO E COATI FEDERICO;VERONA;VR;ITALIA;VIA MAIELLA 6;37100;0452227636;info@dirtywheels.it;;;13-05-2019;;45.40.11;Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori
17317;AZIENDA;DISCOS S.R.L.;OPPEANO;VR;ITALIA;VIA CASOTTON, 16;37050;0457130124;info@discos.it;;;;;;
17040;AZIENDA;DKL SOC. COOP.;VERONA;VR;ITALIA;VIA ORIANI, 2;37121;3666277283;commerciale@dkl.coop.it;;;;;;
13654;AZIENDA;DLL SYSTEM S.R.L.;VERONA;VR;ITALIA;VIA CACCIATORI DELLE ALPI, 11;37100;3357294894;diegofincato@dllsystem.it;;;27-05-2019;INFORMATICA;;
137065;AZIENDA;DM CONSULTING SRL;LEGNAGO;VR;ITALIA;VIA ENRICO FERMI 3;37045;04421866161;info@dmconsulting.it;ww.dmconsulting.it;8;06-05-2019;;63.11.1;Elaborazione dati
79370;AZIENDA;DO DIFFERENT SRL;VERONA;VR;ITALIA;VIA ALBERTO DOMINUTTI 20;37100;0458538775;hr@dodifferent.it;www.dodifferent.it;12;;;60.01.00;
11782;AZIENDA;DOC SERVIZI SOC. COOP.;VERONA;VR;ITALIA;VIA PIRANDELLO 31;37138;0458230796;arianna.fuser@docservizi.it;http://www.docservizi.it;;;;90.02.09;Altre attività di supporto alle rappresentazioni artistiche
2268;AZIENDA;DOLPHIN PACK SRL;VERONA;VR;ITALIA;VIA VOLTA, 13;37035;0456200814;centralino@dolphinpack.net;http://www.dolphinpack.net;;;;;
25091;AZIENDA;DOMUS SANA STUDIO;VERONA;VR;ITALIA;VIA POERIO,15;37124;3483396540;info@domus-sana.it;www.domus-sana.it;;25-10-2016;;;
45956;AZIENDA;DONATONI MACCHINE SRL;S.AMBROGIO VP;VR;ITALIA;VIA NAPOLEONE,14;37015;0456862548;info@donatonimacchine.eu;www.donatonimacchine.eu;40;;;;
87280;AZIENDA;DOTT.LAURA DI PALMA;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA ENZO FERRARI,58;37014;;;;;;;;
140185;AZIENDA;DOTTOR MARC SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA CA 'NOVA ZAMPIERI 4E;37057;0455118550;info@dottormarc.it;www.dottormarc.it;;20-05-2019;INFORMATICA;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
43091;AZIENDA;DOUBLER SNC;VERONA;VR;ITALIA;VIA MANTOVANA,91/D;37137;3933987063;;www.puffverona.it;3;;;;
42262;AZIENDA;DS SMITH PACKAGING ITALIA SPA;VIGASIO;VR;ITALIA;VIA NOGAROLE ROCCA5;37068;0456649711;andreina.fama@dssmith.com;www.dssmith.com/it/packaging;;04-07-2019;;17.21.0;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in cart
40132;AZIENDA;DSV SPA;LIMITO DI PIOLTELLO;MI;ITALIA;VIA D.ALIGHIERI 134;28100;0321382270;andrea.codini@it.dsv.com;;65;10-05-2019;;52.29.1;Spedizionieri e agenzie di operazioni doganali
109503;AZIENDA;E-GLOBALSERVICE SPA;VERONA;VR;ITALIA;CORSO PORTA NUOVA  127;37100;0458105093;personale@e-globalservice.it;;67;;;70.22.09;Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianifi
1829;AZIENDA;E-TIME SRL;SAN MARTINO BUONALBERGO;VR;ITALIA;VIALE DEL LAVORO 45;37122;0458780289;accounting@e-time.it;www.e-time.it;35;18-05-2019;INFORMATICA;;
11523;AZIENDA;E.B.I. GROUP SPA;SOMMACAMPAGNA;VR;ITALIA;VIA DELLA TECNICA, 24;37066;0458971200;GILBERTO.NORBIATO@EBIGROUP.IT;http://ebigroup.it/;;;;;
15823;AZIENDA;E.D.N. IMPIANTI S.R.L.;VERONA;VR;ITALIA;VIA DEL PERLAR, 27;37135;0458265068;info@ednimpianti.it;www.ednimpianti.it;;;;;
1192;AZIENDA;EB NEURO S.P.A.;FIRENZE;FI;ITALIA;VIA P. FANFANI, 97/A;50127;0456028111;info@ehneuro.com;www.ehneuro.com;58;20-05-2019;ELETTRONICA;23.70.1;Segagione e lavorazione delle pietre e del marmo
13067;AZIENDA;ECO TYPE S.A.S.;VERONA;VR;ITALIA;VIA BELVIGLIERI, 50;37131;045528269;fornitori@ecotype.it;www.ecotype.it;;;;;
94947;ASSOCIAZIONE;ECONOMICS LIVING LAB;ZEVIO;VR;ITALIA;CORSO CAVOUR 76;37059;3473201905;info@econlivlab.eu;www.econlivlab.eu;;27-05-2019;INFORMATICA;46.72.2;Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati
16620;AZIENDA;EDALAB S.R.L.;VERONA;VR;ITALIA;STRADA LE GRAZIE, 15;37134;0458027062;segreteria@edalab.it;www.edalab.it;;;;;
63361;AZIENDA;EDILE SRL;S.GIOVANNI LUPATOTO ;VR;ITALIA;VIA GARIBALDI 5/4;37057;0458750987;edilesgl@alice.it;;5;;;68.1;COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI
53069;AZIENDA;EDS ELECTRONIC DETECTION SYSTEMS;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA CA' NOVA ZAMPIERI, 6;37057;045547529;;;;;;27.90.09;Fabbricazione di altre apparecchiature elettriche nca
1830;AZIENDA;EDULIFE S.P.A.;VERONA;VR;ITALIA;LUNGADIGE GALTAROSSA;37123;0459696300;l.soato@edulife.it;www.edulife.it;12;16-05-2019;INFORMATICA;62.01.00;Produzione di software non connesso all'edizione
1122;AZIENDA;EFFEDI S.A.S.;VERONA;VR;ITALIA;VIA SALISBURGO, 10/A;37136;0458521430;dino.bellini@effedi.com;http://www.effedi.com/;;;;;
45969;AZIENDA;EIS SRL;VERONA;VR;ITALIA;LARGO PERLAR,12;37135;0458271611;giorgia.demartin@teameis.it;www.teansistemi.com;16;;;;
46409;AZIENDA;EISMANN SIR;SONA;VR;ITALIA;MOLINA,18;37060;0457160211;laura.padovani@iesmann.com;www.eismann.it;240;;;;
1888;AZIENDA;EL.MED. GARDA S.A.S.;COSTERMANO;VR;ITALIA;VIA SAN GIUSEPPE ARTIGIANO, 6;37010;0456200094;info@elmedgarda.it;www.elmedgarda.it;12;;;;
22078;AZIENDA;ELCOGRAF;VERONA;VR;ITALIA;VIA MONDADORI ,15;37131;045/934286;simone.baldo@verona.pozzoni.it;www.elcograf.com;919;;;18.12.00;Altra stampa
65085;AZIENDA;ELECTRIC GROUP SAS;VERONA;VR;ITALIA;VIA F.DE PINEDO 31/A;37139;045563175;amministrazione@electricgroup.it;;3;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
63858;AZIENDA;ELECTRIC LABS SRL;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA DELL'INDUSTRIA 1/3;37014;3403951858;info@eletriclabs.it;www.eletriclabs.it;3;;;26.11.09;Fabbricazione di altri componenti elettronici
75848;AZIENDA;ELECTRO BS DI HACHEL SABER;CASTEL D'AZZANO;VR;ITALIA;VIA GALILEO GALILEI,9;37060;0452214703;info@electro-bs.com;www.electro-bs.com;1;;;;
103669;AZIENDA;ELECTRO ENERGY SRL;VIGASIO;VR;ITALIA;VIA DELL'INDUSTRIA ,6;37060;0456698119;electroenergy@libero.it;;3;23-05-2019;ELETTRONICA;27.33;Fabbricazione di attrezzature per cablaggio
2023;AZIENDA;ELECTRO TEAM S.R.L.;VALEGGIO SUL MINCIO;VR;ITALIA;VIA PACINOTTI, 10;37068;0456370950;electroteam@electroteamsrl.it;www.electroteamsrl.it;;;;;
13499;AZIENDA;ELECTRONIC DESIGN S.A.S.;BOSCO CHIESANUOVA;VR;ITALIA;VILLAGGIO ROSELANT, 14;37021;0457080698;info@electronicdesign.it;www.electronicdesign.it;1;;;;
1854;CONSORZIO;ELECTRONIC SERVICE ITALIA S.R.L.;BOVOLONE;VR;ITALIA;VIA DELLA SERENISSIMA, 8/1;37051;0456901425;info@es-i.it;http://www.electronicserviceitalia.it/;;16-05-2019;ELETTRONICA;;
1635;AZIENDA;ELETTRASERVICE S.N.C.;CALDIERO;VR;ITALIA;VIA CONTI DA PRATO,15;37042;0456151049;elettraservice@interfree.it;;;;;;
63779;AZIENDA;ELETTRICA SCALIGERA SAS;VERONA;VR;ITALIA;VIA C.BELVIGLIERI 46;37100;0458402821;info@elettronicascaligera.it;www.elettronicascalegera.it;1;;;464730;
64114;AZIENDA;ELETTRICALAN DI DI CAPRIO A.;PESCHIERA DEL GARDA;VR;ITALIA;VIA RAIMONDO VIANELLO,79;37019;3334653102;elettricalan.alan@gmail.com;;2;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
1668;AZIENDA;ELETTRO 2 ERRE SNC;NEGRAR;VR;ITALIA;VIA VOLPARE,28;37024;0456000435;;;7;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
45295;AZIENDA;ELETTRO 81 SRL;SONA;VR;ITALIA;VIA VENETO,7;37060;0456081199;info@elettro81.eu;www.elettro81.eu;10;24-05-2018;;27.90.09;Fabbricazione di altre apparecchiature elettriche nca
1958;AZIENDA;ELETTRODATA SRL;COLOGNOLA AI COLLI;VR;ITALIA;VIA STRA', 164;37030;0458980734;elettrodata@tin.it;;9;;;;
16432;AZIENDA;ELETTROFORTUNA S.R.L.;VERONA;VR;ITALIA;VIA GOLOSINE, 196;37136;0454931070;ileana@ripara.it;www.ripara.it;;;;;
13064;AZIENDA;ELETTROFRIGO SRL;SOMMACAMPAGNA;VR;ITALIA;VIA PACINOTTI, 23;37066;0458580463;amministrazione@elettrofrigo.com;http://www.elettrofrigo.com;;;;;
2107;AZIENDA;ELETTROLAMPO SAS DI BERTASO DAVIDE;VERONA;VR;ITALIA;C.SO PORTA PALIO 46B;37122;0458005127;;;;;;;
34225;AZIENDA;ELETTROMECCANICA AMADORI A OFFICINA 33 SRL;VERONA;VR;ITALIA;VIA DELLA SIDERURGIA,18;37100;0458510390;elettrom.amadori@tiscali.it;;10;;;;
140902;AZIENDA;ELETTROMECCANICA BONFANTE SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA MONTE PASTELLO 7A;37057;;info@elettromeccanicabonfante.it;;5;27-05-2019;;33.20.01;Installazione di motori, generatori e trasformatori elettrici  di apparecchiature per la distribuzio
138661;AZIENDA;ELETTROMECCANICA GARDESANA SRL;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA STAZIONE 128/B;37014;045 7550666;info@elettromeccanicagardesana.it;www.elettromeccanicagardesana.it;5;13-05-2019;;43.29.09;Altri lavori di costruzione e installazione nca
1125;AZIENDA;ELETTROMECCANICA VENETA S.R.L.;NEGRAR;VR;ITALIA;VIA CASA CUCHI, 7;37020;0456020136;ev@elettromeccanicaveneta.it;;;;;;
1321;AZIENDA;ELETTRORICE;GREZZANA;VR;ITALIA;VIA N. COPERNICO, 46/48;37023;045907127;elettrorice@elettrorice.com;;6;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
7544;AZIENDA;ELETTROSOUND S.R.L.;PESCANTINA;VR;ITALIA;VIA MADONNA 239;37026;0457157690;diego@elettrosoundverona.it;www.elettrosoundverona.it;2;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
2165;AZIENDA;ELETTROSYSTEM   VENERI SILVIO;GREZZANA;VR;ITALIA;VIA L. ANZIO, 14;37023;045907772;info@elettro-system.com;;;29-03-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
1892;AZIENDA;ELETTROSYSTEM S.R.L.;GREZZANA;VR;ITALIA;VIA LUCIO ANZIO, 14;37023;045907772;info@elettro-system.com;www.elettro-system.com;8;29-03-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
100155;AZIENDA;ELISSE INFORMATICA DI FLAVIO GIONGO & C. SAS;ROVERETO;TN;ITALIA;VIA ZENI 8;38068;0464443322;info@elisse.it;www.trentinosistemi.it;2;;INFORMATICA;26.2;FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE
2302;AZIENDA;ENERGIA-WEB;PESCANTINA;VR;ITALIA;VIA POZZE 3;37026;0457150116;amministrazione@bluedigital.it;http://www.webmc2.it/;;13-01-2016;;;
11719;AZIENDA;ENERGYZ S.R.L.;VERONA;VR;ITALIA;VIA MALASPINA, 6;37060;3482638772;info@energyz.it;www.energyz.it;;;;;
103775;AZIENDA;ERMES SRL;ILLASI;VR;ITALIA;C.SO C.BATTISTI, 33;37031;045991245;alessia@ermes-vr.it;www.ermes-vr.it;;15-04-2019;;;
13506;AZIENDA;ESA  DI SACCONELLI ANDREA;SAN MARTINO BUON ALBERGO;VR;ITALIA;VIA FENILETTO;37036;;andreasacconelli@gmail.com;;;;;;
140901;AZIENDA;ESOTERIC PRO AUDIO DI MAROGNA MIRKO;SAN MARTINO BUON ALBERGO;VR;ITALIA;VIA CA DELL'AGLIO 3;37036;0458799319;info@estericproaudio.com;www.estericproaudio.com;;27-05-2019;ELETTRONICA;26.40.01;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
64986;AZIENDA;ESSEAELLE SRL;VERONA;VR;ITALIA;VIA UGO FOSCOLO 32;37100;0458751286;gazacca@gmail.com;;;;;74,90,21;
69172;AZIENDA;ESSEGI SRL;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA DELL'INDUSTRIA,8;37014;0456450351;ufficio@essegiconfezioni.it;;16;;;;
32021;AZIENDA;ESSEPI PROFESSIONAL SERVICE DI PUVANARATNAM SANGEEVAN;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA TRENTO,78;37014;3207487229;info@essepi.org;www.essepi.org;1;;;;
140184;AZIENDA;EU WINGS SRL;SOMMACAMPAGNA;VR;ITALIA;VIA OSTERIA GRANDE 59;37066;;;;;20-05-2019;INFORMATICA;;
99120;AZIENDA;EUROELETTRA DI BRANDIELE LUCA;MONTEFORTE D'ALPONE;VR;ITALIA;VIA PERAZZOLO 12;37032;3386849420;euroelettra.impianti@alice.it;;4;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
64310;AZIENDA;EUROGROUP ITALIA SRL;VERONA;VR;ITALIA;VIA TOLOMEO;37100;0458630561;raffaellabianconi@eurogroupitalia.it;www.eurogroupitalia.it;49;;;46.31.1;Commercio all'ingrosso di frutta e ortaggi freschi
40145;AZIENDA;EVEREL GROUP S.P.A.;VALEGGIO SUL MINCIO;VR;ITALIA;VIA CAVOUR 9;37067;0456313711;roberta.matteini@everelgroup.com;;157;;;27.12.00;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
1651;AZIENDA;EVIT S.R.L.;VERONA;VR;ITALIA;S.DA DELL'ALPO, 20;37135;0458203639;info@evitsrl.it;www.evitsrl.it;;;;82.99.40;Richiesta certificati e disbrigo pratiche
2133;AZIENDA;EWIDE S.R.L.;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA MILANO 175;37014;0452060857;amministrazione@ewide.it;www.ewide.it;2;;;47.91.1;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet
2235;AZIENDA;EXIMAG ART SISTEMI SRL;VERONA;VR;ITALIA;VIA TEVERE, 76;37136;045680575;info@eximag.it;;;;;;
2199;AZIENDA;EXOR INTERNATIONAL S.P.A.;SAN GIOVANNI LUPATOTO;VR;ITALIA;MONTE FIORINO, 9;37057;0458750404;ufficio.personale@exorint.it;www.exorint.it;;;;;
93248;AZIENDA;EXPERT SRL;SAN MARTINO BUON ALBERGO;VR;ITALIA;VIA DELL'ARTIGIANATO,38;37036;045992099;expert-srl@pec.it;www.expert-srl.com;16;;;28.99.1;Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori)
38785;AZIENDA;EXTENSYS SRL;PASTRENGO;VR;ITALIA;VIA DELL'ARTIGIANATO,23;37010;0456269301;info@extensys.it;www.extensys.it;5;;;;
42874;AZIENDA;F.A.B.I. BANCARI ITALIANI;VERONA;VR;ITALIA;VICOLO GHIAIA,5;37122;0458006114;sab.vr@fabi.it;www.fabiverona.org;2;;;;
143902;AZIENDA;FABBRIS MOTO SNC;VERONA;VR;ITALIA;VIA DON GREGORIO SEGALA 42;37100;0458902408 ;amministrazione@fabbrismoto.com;www.fabbrismoto.com;2;09-07-2019;;45.40.30;Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)
16961;AZIENDA;FABE S.N.C.;VERONA;VR;ITALIA;VIA ENRICO FERMI, 62;37136;0458621945;info@fabetrasportisnc.it;;;;;;
2032;AZIENDA;FABER ELETTRONICA S.N.C. DI FATTORI A. E BERTIN C.;CALDIERO;VR;ITALIA;VIA DELL' ARTIGIANATO,38;37042;0456151945;info@faber-elettronica.it;http://www.faber-elettronica.it/;;23-05-2019;;;
137865;AZIENDA;FAIRMAT SRL;VERONA;VR;ITALIA;STRADONE SAN FERMO ,21;37100;0458012030;amministrazione@fairmat.com;www.fairmat.it ;17;06-05-2019;INFORMATICA;70.2;ATTIVITÀ DI CONSULENZA GESTIONALE
2322;AZIENDA;FARMACIA ALL'ALABRO 28;VERONA;VR;ITALIA;PIAZZALE BUCCARI 3;37141;045557037;farmacia.allalbaro@gmail.com;http://farmaciaallalbaro.docinforma.it/;;12-04-2016;;;
86600;AZIENDA;FARMACIA ALL'ALBARO;VERONA;VR;ITALIA;PIAZZALE BUCCARI 3;37100;045557037;farmacia.allalbaro@gmail.com;;5;06-04-2018;;47.73.10;Farmacie
141104;AZIENDA;FARMACIA CENTRALE  DOTT. SIGNORINI SNC;VERONA;VR;ITALIA;PIAZZA ERBE 20;37100;;info @farmaciasignorini.it;www.farmaciasignorini.it;19;27-05-2019;;47.73.1;Farmacie
2142;AZIENDA;FEDERAL MOGUL ITALY SRL;VERONA;VR;ITALIA;VIA ENRICO FERMI,8;37136;0458281347;cristina.piccazzi@fmmotorparts.com;;;;;45.31.01;Commercio all'ingrosso di parti e accessori di autoveicoli
1593;AZIENDA;FEDRIGONI CARTIERE S.P.A.;VERONA;VR;ITALIA;V.LE PIAVE, 3;37135;0458087768;selezione_formazione@fedrigoni.it;;;;;;
69226;AZIENDA;FELTRE TRASLOCHI DI NEGRETTI SRL;VERONA;VR;ITALIA;VIA TORRICELLI,17;37136;045567288;info@feltretraslochi.it;;8;;;;
76846;AZIENDA;FEREXPERT SPA;BOLOGNA;BO;ITALIA;VIA BRINI 2;40128;;m.panzacchi@ferexpert.it;www.ferexpert.it;82;;;467410;
