TIPO_AZIENDA;RAGIONE_SOCIALE;SITO;N_DIPENDENTI;DATA_CONVENZIONE;CODICE_ATECO;DESC_ATECO
AZIENDA;M B ACCUMULATORI SRL;www.mbaccumulatori.com;11;20/04/2018;469;COMMERCIO ALL'INGROSSO NON SPECIALIZZATO
AZIENDA;M&M COMPUTER CONSULTING SAS;;1;10/06/2109;262;FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE
AZIENDA;M.C.E. MECCANICA SRL;www.mce-meccanica.com;;20/05/2019;;
AZIENDA;M.G.IMPIANTI DI MANI GRAZIANO;;;;;
AZIENDA;M.S.C.   S.R.L.;;3;;;
AZIENDA;MADA S.R.L.;;;;;
AZIENDA;MAGAZZINI FRIGORIFERI SURGELO SRL;;8;;52102;Magazzini frigoriferi per conto terzi
AZIENDA;MAGI SRL;http://www.magistudio.it/;;;6202;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;MAKRO LABELLING SRL;http://makrolabelling.it/index.php;;;;
AZIENDA;MAN TRUCK & BUS ITALIA SPA;www.mantrukandbus.it;196;13/05/2019;451902;Intermediari del commercio di altri autoveicoli (incluse le agenzie di compravendita)
AZIENDA;MANNI SIPRE SPA;www.mannisipre.com;;27/05/2019;251100;Fabbricazione di strutture metalliche e parti assemblate di strutture
AZIENDA;MANUTEC S.R.L.;www.manutec.it;;;;
AZIENDA;MANZATO CLAUDIO;mcmanzato.com;;;453101;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;MARANA FORNI;www.maranaforni.it;28;;;
AZIENDA;MARCHIOL SPA;www.marchiol .com;667;;464730;Commercio all'ingrosso di articoli per l'illuminazione  materiale elettrico vario per uso domestico
AZIENDA;MARKIES SRL;www.palazzodellascala.com;20;;551000;Alberghi
AZIENDA;MARTE S.R.L;www.drexweb.net;;;;
AZIENDA;MARTINI CARLO SNC DI MARTINI VALENTINO E FAGIANI STEFANO & C.;www.martiniascensori.it;11;20/05/2019;432901;Installazione, riparazione e manutenzione di ascensori e scale mobili
AZIENDA;MASSA SAS;www.massa1904.com;6;;467501;Commercio all'ingrosso di fertilizzanti e di altri prodotti chimici per l'agricoltura
AZIENDA;MASTELLA G.&M.SNC;;1;;;
AZIENDA;MAURELLI SPA;;;;;
AZIENDA;MAXSTONE SRL;www.maxstone.it;1;;;
AZIENDA;MAXTECH;;;;;
AZIENDA;MAYA IDEE SRL;www.mayaidee.it;13;25/05/2018;732;RICERCHE DI MERCATO E SONDAGGI DI OPINIONE
AZIENDA;ME.CO IMPIANTI SRL;;;;;
AZIENDA;MEC CAR S.N.C.;;;;;
AZIENDA;MEC STUDIO SRLS;www.mec-studio.it;0;;;
AZIENDA;MECATECK GROUP SRL;http://www.mecatecautomazione.it;;;;
AZIENDA;MECCANICA MURARI SRL;www.meccanicamurari.it;10;;;
AZIENDA;MEDIA &TECH S.R.L.;;;;;
AZIENDA;MEQUADRO DI EMANUELE MAZZI;www.mequadro.it;4;29/04/2019;900201;Noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli
AZIENDA;MESAROLI LOGISTICA S.P.A.;www.mesaroli.com;;;;
AZIENDA;METALPOINT SRLS;;12;09/07/2018;251210;Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici
AZIENDA;METANAUTO GROUP SRL;www.metanautogroup.it;1;;473000;Commercio al dettaglio di carburante per autotrazione
AZIENDA;METIS SOLUTIONS SRL;www.metisnet.it;12;06/04/2018;6201;Produzione di software non connesso all'edizione
AZIENDA;MG LAB SRL;via dell'agricoltura;;27/05/2019;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;MICROTEK SERVICE DI BRUNO GRECO;;;;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;MIDAC S.P.A;http://www.midacbatteries.com/it/index.html;496;;272000;Fabbricazione di batterie di pile ed accumulatori elettrici
AZIENDA;MIGROSS SPA;;987;14/03/2018;4711;Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande
AZIENDA;MIOINDIRIZZO SRL;www.avelia.it;7;20/05/2019;;
AZIENDA;MODELLERIA ADIGE;;;;;
AZIENDA;MODENINI SRL;www.modenini.it;8;20/05/2019;452010;Riparazioni meccaniche di autoveicoli
AZIENDA;MONDAL SRL;www.mondal.it;10;;1812;Altra stampa
AZIENDA;MONDIALTRANS SRL;www.trasportimondialtrans.com;14;;4941;Trasporto di merci su strada
AZIENDA;MONDO PC SNC;http://www.mondo-pc.it/mondo-pc;;;;
AZIENDA;MORI ANGELO & C.SAS;;2;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;MORO & CO.DI GIOVANNI BERTASO;www.moroeco.com;1;;741010;Attività di design di moda e design industriale
AZIENDA;MORO TECNOIMPIANTI DI MORO LORENZO;;2;07/05/2018;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;MOROTTO RIPARAZIONI;www.marottoriparazioni.it;;;;
AZIENDA;MOS80 S.R.L.;;15;;262000;Fabbricazione di computer e unità periferiche
AZIENDA;MOSCONI GOMME SERVICE SAS;www.mosconigomme.it;8;20/05/2019;452040;Riparazione e sostituzione di pneumatici per autoveicoli
AZIENDA;MOTO FRANCHINI SAS;www.motofranchini.com;;;;
AZIENDA;MOTOMAXI SNC;;2;;;
AZIENDA;MOTOR SERVICE SAS DI CARMINE MUTO & C.;;2;22/05/2019;42202;
AZIENDA;MOTOSCOOTER SERVICE DI TACCONI S.;;;;;
AZIENDA;MOTUS TEAM;;2;;;
AZIENDA;MTA SPA;liuba.ettori@mta.it;694;29/04/2019;293100;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori
AZIENDA;MTD SRL;http://www.mtdsrl.it;8;;282999;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
AZIENDA;MULTILOGISTICS SPA;www.multilogistics.net;109;;;
AZIENDA;MULTISERVICE GB S.R.L;;;;;
AZIENDA;MYMB SRL;www.my-mb.it;8;07/05/2019;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;MYONE SAS;;8;;;
AZIENDA;MYWORLD ITALIA SRL;www.cashbackworld.com;65;29/04/2019;772209;
AZIENDA;NARDI ELETTRONICA  SRL;www.nardielettronic.com;6;;279009;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;NAUTICA MARE SRL;www.nauticamare.it;3;20/05/2019;47642;Commercio al dettaglio di natanti e accessori
AZIENDA;NEN SRLS;;;;;
AZIENDA;NEOTECNICA S.R.L.;http://www.neotecnica.eu/;;20/05/2019;6201;Produzione di software non connesso all'edizione
AZIENDA;NETSYSCO SRL;www.netsysco.net;6;28/02/2019;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;NETZSCH GERAETEBAU GMBH;www.netzsch-thermal-analysis.com;5;;2651;Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)
AZIENDA;NEUFRA SPEDIZIONI SRL;www.neufraspedition.de;8;27/05/2019;52291;SPEDIZIONI
AZIENDA;NEW INFORMATICA;newinformatica.it;2;;;
AZIENDA;NEXTFLOW SRLS;www.nextflow.it;;27/05/2019;467429;Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta)
AZIENDA;NG SERVIZI S.A.S.;;;;;
AZIENDA;NICOLIS IMPIANTI SRL;www.nicolisimpianti.it;14;;;
AZIENDA;NICOLIS INFORMATICA & SERVIZI SRL;;4;;4741;
AZIENDA;NICOLIS PROJECT S.R.L.;;27;30/05/2016;;
ASSOCIAZIONE;NOI VERONA;www.noiverona.com;3;;949990;Attività di altre organizzazioni associative nca
AZIENDA;NOLEGGIARE SRL;;10;;7711;Noleggio di autovetture ed autoveicoli leggeri
AZIENDA;NORDEST GROUP SRL;www.nordest-group.com;9;;;
AZIENDA;NOVA DITEX SRL;;16;;453101;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;NOVA SYSTEMS ENGINEERING S.R.L.;http://www.novasystems.it/;;;;
AZIENDA;NOVA SYSTEMS SERVICES S.R.L.;;;;;
AZIENDA;NOVA SYSTEMS SERVICES S.R.L.;;43;15/05/2019;631130;Hosting e fornitura di servizi applicativi (ASP)
AZIENDA;NOVAMIND S.N.C.;www.novamind.it;3;27/05/2019;;
AZIENDA;NPN ELETTRONICA DI MOLINAROLO GIANLUCA;;;;;
AZIENDA;NST AUTOMATION SRLS;;13;18/05/2019;432102;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;NULLTECH S.R.L.;;2;;620100;Produzione di software non connesso all'edizione
AZIENDA;NUOVA TECNOMOTOR S.R.L.;;;;;
AZIENDA;OA POINT GROUP SRL;www.oapointgroup.it;16;;;
AZIENDA;OFFICE AUTOMATION S.R.L.;www.officeautomation.it;27;;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;OFFICINA CAILOTTO SRL;;78;23/05/2019;;
AZIENDA;OFFICINA GELIO GIORGIO SRL;;;20/05/2019;;
AZIENDA;OFFICINA MECCANICA DI AGOSTINI RENATO;;;;45201;
AZIENDA;OFFICINA MECCANICA ELETTRAUTO F.LLI CHESINI C. E  V. SNC;;5;27/05/2019;45201;Riparazioni meccaniche di autoveicoli
AZIENDA;OFFICINA PICCOLI SPA;www.officinepiccoli.it;28;;255;FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI  METALLURGIA DELLE POLVERI
AZIENDA;OFFICINA SPONDA SRL;;;;;
AZIENDA;OFFICINA TECNOFRENO SRL;;4;;45201;Riparazioni meccaniche di autoveicoli
AZIENDA;OFFICINA TURCO TIZIANO;info@ttcar.it;;;452010;Riparazioni meccaniche di autoveicoli
AZIENDA;OFFICINA ZANTEDESCHI SNC;;1;;46610;Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori
AZIENDA;OFFICINE BRENNERO S.P.A.;www.officinebrennero.it;130;12/03/2018;451901;Commercio all'ingrosso e al dettaglio di altri autoveicoli
AZIENDA;OLI.TECNICA DI MENINI GIANNI E C.SNC;;6;19/03/2018;9511;Riparazione di computer e periferiche
AZIENDA;OLIP ITALIA S.P.A.;;144;04/05/2018;152010;Fabbricazione di calzature
AZIENDA;OLMA DI DUSI RENATO;;;27/05/2019;282;FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE
AZIENDA;OMNI SNC DI VENTURI LUCIANO E C.;;2;;;
AZIENDA;OMV MACHINERY SRL;;47;24/05/2019;282920;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incl
AZIENDA;OPEN-CO SRL;www.openco.it;20;15/05/2019;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;OPIFICIO DEI SENSI COOPERATIVA SOCIALE ONLUS;www.opificiodeisensi.it;;;;
AZIENDA;ORODENT SRL;www.orodent.com;8;;245400;Fusione di altri metalli non ferrosi
AZIENDA;OROTIG SRL;www.orotig.com;56;06/05/2019;282999;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
AZIENDA;ORTHOFIX S.R.L.;;;;;
AZIENDA;OSPEDALE P.PEDERZOLI;www.cdcpederzoli.it;650;;;
AZIENDA;OSPEDALIERA UNIVERSITARIA INTEGRATA DI VERONA;;;;;
AZIENDA;PAGIN AUTO S.R.L.;;;;;
AZIENDA;PALUANI SPA;www.paluani.it;;;;
AZIENDA;PANASONIC ELECTRIC WORKS ITALIA SRL;PANASONIC-ELECTRIC.COM;;;;
AZIENDA;PARMALAT S.P.A.;www.parmalat.it;1683;;;
ENTE RELIGIOSO;PARROCCHIA S. MARIA AUSILIATRICE;;;;;
ENTE RELIGIOSO;PARROCCHIA SANTA MARIA IMMACOLATA;www.mariaimmacolataverona.it;;;;
AZIENDA;PASTIFICIO AVESANI;;40;;10730;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili
AZIENDA;PASTIFICIO RANA S.P.A.;www.rana.it;1000;;;
AZIENDA;PAYANINI SRL;www.payanini.com;43;20/05/2019;23701;Segagione e lavorazione delle pietre e del marmo
AZIENDA;PC REWORK;;;;;
AZIENDA;PCSISTEMI SAS;www.pcsistemi.it;3;;9511;Riparazione di computer e periferiche
AZIENDA;PERFORMANCE IN LIGHTING SPA;www.performanceinlighting.com;181;;274009;Fabbricazione di altre apparecchiature per illuminazione
AZIENDA;PERINA GIANCARLO SRL;www.perinagiancarloimpiantielettrici.it;3;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;PERLATI MARCELLINO;;;;432102;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;PEROZENI SRL;www.perozeni.it;74;07/06/2019;256200;Lavori di meccanica generale
AZIENDA;PESENTE SERVICE S.N.C.;;;;;
AZIENDA;PHARMATHEK SRL SOCIETA'UNIPERSONALE;www.pharmathek.com;50;29/04/2019;282209;Fabbricazione di altre macchine e apparecchi di sollevamento e movimentazione
AZIENDA;PHONELAB;;4;18/05/2019;4741;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in eserc
AZIENDA;PIANETA LC SRL;www.pianetalc.it;6;;;
ASSOCIAZIONE;PICCOLA FRATERNITA' LESSINIA ONLUS;www.pflessinia.it;15;;879000;Altre strutture di assistenza sociale residenziale
AZIENDA;PICCOLI SERGIO & C. SRL;http://www.piccolisergio.it;;;;
AZIENDA;PIESSE QUADRO S.R.L.;www.piessequadro.com;;;;
AZIENDA;PIKALU SRL;www.athleta.it;3;;;
AZIENDA;PITTAROSSO SPA;www.pittarosso.com;8;;;
AZIENDA;PIVA LUCA;www.pivaluca.com;;;;
AZIENDA;PIZZEGHELLA STEVAN SRL;www.stevanelevatori.it;26;;432901;Installazione, riparazione e manutenzione di ascensori e scale mobili
AZIENDA;PLAY GAMES SNC;;;;932990;Altre attività di intrattenimento e di divertimento nca
AZIENDA;PLUMAKE SRL;http://www.plumake.it/;7;28/01/2016;222909;Fabbricazione di altri articoli in materie plastiche nca
AZIENDA;PLUVITEC S.P.A.;ww.pluvitec.com;;;;
AZIENDA;PNEUSNAUTICA DI A.PEROBELLI & C. SAS;http://www.pneusnautica.com;;;301200;Costruzione di imbarcazioni da diporto e sportive
AZIENDA;POLATO IMPIANTI DI POLATO MASSIMO;www.polatoimpianti.it;6;;;
AZIENDA;POLIFUNGHI S.R.L.;;;;;
AZIENDA;POLYTECH S.R.L.;www.peri-polytech.com;22;;721909;Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria
AZIENDA;POSITIVE S.R.L.;;;;;
AZIENDA;POWER HYDRAULIK SRL;www.powerhydraulik.com;33;;;
AZIENDA;PROFESSIONE ORTOPEDIA SRL;http://www.ortopediaverona.com/;;;;
AZIENDA;PROGETTO.STUDIO - ARCHITETTO TONEL FAUSTO;;;;;
AZIENDA;PROJECT SYSTEM SRL;www.projectsystem.it;9;;;
AZIENDA;PROSYSTEM SRL;www.prosystem-packaging.com;14;;28293;METALMECCANICO
ENTE PUBBLICO;PROVINCIA DI VERONA;;;27/05/2019;;
AZIENDA;PULIMAC SRL;;15;29/04/2019;466999;Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazi
AZIENDA;PUNTO LUCE SERVIZI ELETTRICI DI LUCIO PUSCEDDU;;1;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;PURPLE TRASPORTI SRL;http://www.purpletrasporti.it/;;;;
AZIENDA;Q-TEK SRL;http://www.q-tek.it/it/;;13/05/2019;;
AZIENDA;QUADRANTE SERVIZI S.R.L.;;;;;
AZIENDA;QUAIATO RENZO;http://www.floricolturaquaiato.com/;9;;11920;Coltivazione di fiori in colture protette
AZIENDA;QUALITA' CLUB SELECTION SRL;;3;;;
AZIENDA;RAVENHEAT INTERNATIONAL SRL;;8;;2825;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
AZIENDA;RBR VERONA SRL;www.rbr.vr.it;7;;263029;Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni
AZIENDA;RCE VERONA SRL;;2;;;
AZIENDA;READY INFORMATION SRL;www.thesocialbreakers.com;;23/05/2019;6312;Portali web
AZIENDA;RED DI DONATELLI NICOLA;;8;16/05/2019;952201;Riparazione di elettrodomestici e di articoli per la casa
AZIENDA;REDORO S.R.L. FRANTOI VENETI;www.redoro.it;12;22/05/2018;463320;Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
AZIENDA;RETTONDINI INGRANAGGI S.N.C.;;;;;
AZIENDA;REWAL S.N.C. DI MILANI E REGGIANI;http://www.rewal.it/;;24/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;RFI RETE FERROVIARIA ITALIANA;;;;;
AZIENDA;RIAM ASCENSORI SRL;www.riam.it;;;;
AZIENDA;RIELLO SPA;www.riellogroup.com;807;;;METALMECCANICO
AZIENDA;RIGHETTI RIDOLFI SPA;www.righettiridolfi.com;26;27/05/2019;25999;Fabbricazione di altri articoli metallici e minuteria metallica
AZIENDA;RIGO SRL;www.rigoelettroimpianti.it;6;09/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;RINALDI SIDERURGICA SRL;;15;15/05/2019;;
AZIENDA;RISTORANTE GIRASOLE;;;;;
AZIENDA;RIZZI TECNOLOGIE DI RIZZI FLAVIO;;;16/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ROBBI GROUP SRL;www.robbispa.com;38;09/04/2018;284909;Fabbricazione di altre macchine utensili (incluse parti e accessori) nca
AZIENDA;ROBERTO QUATTRINA SRL;www.robertoquattrina.com;18;;261200;Fabbricazione di schede elettroniche assemblate
AZIENDA;ROBIT SAS DI BOVO MAURIZIO & C.;www.robit.com;;27/05/2019;;
AZIENDA;RONCA 1862 SRL;www.roncastyle.it;27;;4771;Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati
AZIENDA;ROSSETTO TRADE SPA;http://rossettogroup.it/;;18/12/2015;471120;Supermercati
AZIENDA;RPN IMPIANTI SNC;;3;;;
AZIENDA;RPS S.P.A.;;;;;
AZIENDA;RTC SPA;www.rtc-spa.it;47;08/10/2018;9511;Riparazione di computer e periferiche
AZIENDA;RZ IMPIANTI DI RENATO ZAMBONI;;;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;S C SISTEMI DI CASSA SRL;www.scsistemi.net;14;15/06/2019;4666;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
AZIENDA;S.C.S. SURVEY CAD SYSTEM SRL;;;;;
AZIENDA;S.E.D.I.T. S.R.L;;6;;;
AZIENDA;S.G. S.R.L.;www.sgsrl.net;;;;
AZIENDA;S.T.A.C.OL. SAS;;6;;;
AZIENDA;S4WEB DI SCIMEMI A. E ZANETTI L. SNC;www.solution4web.it;2;;620200;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;SAELETTRICA SRL;www.saelettrica.com;;;712010;Collaudi e analisi tecniche di prodotti
AZIENDA;SAIE S.R.L. OLD;www.saiesrl.it;;;;
AZIENDA;SAVI SRL;www.savialimentare.it;8;;103900;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)
AZIENDA;SAVINO DEL BENE SPA;www.savinodelbene.com;660;;522910;Spedizionieri e agenzie di operazioni doganali
AZIENDA;SAVOIA VALENTINO STUDIO DI INGEGNERIA;;0;;;
AZIENDA;SC NOUMAX S.R.L.;www.noumax.ro;;;;
AZIENDA;SCALIGERA ARREDAMENTI S.R.L.;www.scaligeraarredamenti.com;3;;;
AZIENDA;SCALIGERA GUARNIZIONI S.R.L.;;;;;
AZIENDA;SCATTOLINI SPA;www.scattolini.it;206;16/05/2019;292000;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi
AZIENDA;SCHENKER ITALIANA SPA;;1200;;522910;Spedizionieri e agenzie di operazioni doganali
AZIENDA;SCHIANCHI CESARE- ELETTRODOMESTICI RADIO;;;;;
AZIENDA;SEGESTA GESTIONI S.R.L;;;;873000;ASSISTENZA ANZIANI
AZIENDA;SELENE LIBRI S.R.L. LIBRACCIO;;6;;476100;Commercio al dettaglio di libri nuovi in esercizi specializzati
AZIENDA;SELVA SRL;www.selva.com;39;;310910;Fabbricazione di mobili per arredo domestico
AZIENDA;SELVATRANSPORT SRL;www.selvatransport.it;109;;;
AZIENDA;SEMENZIN  AUTOTRASPORTI SRL;www.semenzintrasporti.com;12;;4941;Trasporto di merci su strada
AZIENDA;SEMPRE VERDE SNC DI PIAZZI ANTONIO E FILIPPO;;;;383166;
AZIENDA;SERGIO GIOLITTO;;;24/11/2016;;
AZIENDA;SERGIO GRASSO SRL;www.segiograsso.it;24;10/05/2018;152010;Fabbricazione di calzature
AZIENDA;SERVICE MED SPA;www.servicemed.it;105;;46463;
AZIENDA;SERVIZI AGRICOLI INFORMATIZZATI;;7;13/05/2019;63111;Elaborazione dati
AZIENDA;SETECNA S.R.L.;http://www.setecna.it/;2;;;
AZIENDA;SHARE DISTRIBUZIONE S.R.L.;www.shared.it;;;;
AZIENDA;SHOPSI  S.R.L. SOCIO UNICO;;;;;
AZIENDA;SIA SRL;www.siavr.it;37;18/05/2019;6201;Produzione di software non connesso all'edizione
AZIENDA;SICURPLANET SRL;www.sicurplanet.com;12;;4321;Installazione di impianti elettrici
AZIENDA;SIDERGAS SPA;WWW.SIDERGAS.COM;70;;2434;Trafilatura a freddo
AZIENDA;SIGNORETTO GROUP S.N.C.;WWW.SIGNORETTOGROUP.IT;3;;;
AZIENDA;SIMECC SRL;;13;;;
AZIENDA;SINAI SRL;www.sinai.it;3;27/05/2019;332003;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
AZIENDA;SINAPSI SAS DI RECCHIA MIRCO & C;www.sinapsisas.it;;;;
AZIENDA;SINECTRA S.R.L.;;64;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;SIPRO S.R.L.;http://www.sipro.vr.it/web/index.html;36;;332003;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
AZIENDA;SISTEMI INTEGRATI PER LO SPORT S.S.D.R.L.;;;;;
AZIENDA;SITEM S.R.L.;www.sitemautomazione.com;;18/05/2019;6201;Produzione di software non connesso all'edizione
AZIENDA;SIVA S.A.S.;www.siva2000.it;;;;
AZIENDA;SLAM LAVORI AEREI SRL;www.slamair.eu;17;;;
AZIENDA;SMART SOLUTIONS SRL;www.riphone.it;4;23/05/2019;4742;Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specia
AZIENDA;SMILENET SRL;https://www.smilenet.it/;8;;741021;Attività dei disegnatori grafici di pagine web
AZIENDA;SMS WELDING.IT;;;;;
AZIENDA;SMURFIT KAPPA SPA;www.smurfitkappa.it;;27/05/2019;172100;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in cart
ASSOCIAZIONE;SOCIETA' HELLAS VERONA F.C. SPA;www.hellasverona.it;30;03/05/2018;931200;Attività di club sportivi
AZIENDA;SOVEMA  GROUP S.P.A.;http://www.sovema.it/;;;;
AZIENDA;SOVERE SPA;http://www.sovere.it/home.asp;;;;
AZIENDA;SP TRANS SRL;;;;;
AZIENDA;SPERI MASSIMO E ROSSANO S.N.C.;www.autofficinasperi.it;;;;
AZIENDA;SPORTLER;www.my.spoter.com;16;;477110;Commercio al dettaglio di confezioni per adulti
AZIENDA;STAMPERIA DI ALOISI & GALVANI SRL;;;;;
AZIENDA;START WEB DI MATTEO CANDIO;www.start-web.it;;;6201;Produzione di software non connesso all'edizione
AZIENDA;STEEL & GRAPHICS SRL;www.steelgraphics.com.br/it;7;09/01/2018;6201;Produzione di software non connesso all'edizione
AZIENDA;STEGAGNO INDUSTRIALE S.P.A.;www.stegagnospa.it;;;;
AZIENDA;STI  SPA;;73;29/03/2018;494100;Trasporto di merci su strada
AZIENDA;STM PRODUCTS S.R.L.;http://www.stm-products.com/it/;;16/05/2019;;
AZIENDA;STORTI S.P.A.;http://storti.com/it/;;;;
AZIENDA;STT SERVICE TELEMATICI TELEFONICI SRL;www.ospedaleuniverona.it;91;20/05/2019;432909;Altri lavori di costruzione e installazione nca
AZIENDA;STUDIO 3/98 DI DUFFINI CLAUDIO & C. S.N.C.;;;;;
AZIENDA;STUDIO BUTTAPIETRA SAS;;1;;683100;Attività di mediazione immobiliare
AZIENDA;STUDIO DENTISTICO DR LANZAFAME;;;22/05/2019;;
AZIENDA;STUDIO GRAPHICS DESIGNER;www.studiographicsdesigner.it;1;;;
AZIENDA;STUDIO PROTECNO SRL;www.studioprotecno.it;14;;;
SCUOLA;STUDIO RAG.PAOLO VALLICELLA;;1;;692012;STUDIO COMMERCIALISTA
AZIENDA;STUDIO SOLUZIONI IT DI CASSINI LUCA;;0;;;
AZIENDA;STUDIUM GROUP SRL;www.studium.it;70;;829999;Altri servizi di sostegno alle imprese nca
AZIENDA;STULZ SPA;www.stulz.it;218;;282500;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione  fabbrica
AZIENDA;STV STUDIO ASSOCIATO;www.stzstudio.it;2;;;
AZIENDA;SUNSET MOTORCYCLES DI BUTTURINI ROBERTO;;;07/05/2019;;
AZIENDA;SUPERMERCATI GRISI S.R.L.;;114;;47112;Supermercati
AZIENDA;SUPERMERCATI MARTINELLI SRL;www.martinellisupermercati.it;;;471120;Supermercati
AZIENDA;SYATEC SRL;www.syatec.it;7;13/05/2019;2712;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
AZIENDA;SYNETHIK ENGINEERING SRL;;2;27/02/2018;7112;
AZIENDA;T.G. CAR SRL;;8;;45201;Riparazioni meccaniche di autoveicoli
AZIENDA;TABACCHERIA CARTOLIBRERIA VESENTINI SUSANNA;;;;;
AZIENDA;TABARRINI RIMORCHI S.R.L.;;;;;
AZIENDA;TAEDA COMMUNICATION S.R.L.S.;www.tatacommunications.com;;;;
AZIENDA;TB DI BOMPIERI TIZIANO;;;27/05/2019;25993;Fabbricazione di oggetti in ferro, in rame ed altri metalli
AZIENDA;TECH ASSIST. SRLS;www.tech-assist.it;2;23/05/2019;9511;Riparazione di computer e periferiche
AZIENDA;TECH.PA. SPA;www.techpaspa.com;30;;2733;Fabbricazione di attrezzature per cablaggio
AZIENDA;TECMAUT S.R.L.;http://www.tecmaut.it/;16;07/05/2018;28;
AZIENDA;TECNAUTO DI FASOLI FLAMINIO;;1;;452010;Riparazioni meccaniche di autoveicoli
AZIENDA;TECNEL VD S.N.C.;www.tecnelvd.it;;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TECNICA ELETTRONICA S.P.A;;30;09/05/2019;272;FABBRICAZIONE DI BATTERIE DI PILE ED ACCUMULATORI ELETTRICI
AZIENDA;TECNICA INFORMATICA DI DORELLA PAOLO;www.dorella.com;2;05/04/2017;465100;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;TECNO P.A. SRL;www.tecno-pa.it;5;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TECNO SERVICE VERDARI;;;12/01/2019;;
AZIENDA;TECNODUE S.N.C.;;5;;;
AZIENDA;TECNOLOGIE SRL;www.computerverona.it;1;20/05/2019;9511;Riparazione di computer e periferiche
AZIENDA;TECNOLUCE DI ALTIERI RICCARDO E C. SNC;http://www.tecnolucevr.it/;;;;
